Tier,Market,Market full name,type of value,value,good/bad,genre,OPPORTUNITY
欧州・中東（グループ1）,DNK,デンマーク,(Paid UA) CPP,5.000,bad,マッチング,
欧州・中東（グループ1）,DNK,デンマーク,(Paid UA) D7 ARPPU,4.000,good,マッチング,
欧州・中東（グループ1）,DNK,デンマーク,Revenue Potential,0.003,,マッチング,
欧州・中東（グループ2）,All countries,すべての国,(Paid UA) CPP,3.000,medium,マッチング,
欧州・中東（グループ2）,All countries,すべての国,(Paid UA) D7 ARPPU,2.000,bad,マッチング,
欧州・中東（グループ2）,All countries,すべての国,Revenue Potential,0.042,,マッチング,
欧州・中東（グループ2）,TUR,トルコ,(Paid UA) CPP,1.000,good,マッチング,
欧州・中東（グループ2）,TUR,トルコ,(Paid UA) D7 ARPPU,1.000,bad,マッチング,
欧州・中東（グループ2）,TUR,トルコ,Revenue Potential,0.007,,マッチング,
欧州・中東（グループ2）,POL,ポーランド,(Paid UA) CPP,2.000,good,マッチング,YES
欧州・中東（グループ2）,POL,ポーランド,(Paid UA) D7 ARPPU,3.000,medium,マッチング,YES
欧州・中東（グループ2）,POL,ポーランド,Revenue Potential,0.007,,マッチング,YES
欧州・中東（グループ2）,SAU,サウジアラビア,(Paid UA) CPP,4.000,bad,マッチング,
欧州・中東（グループ2）,SAU,サウジアラビア,(Paid UA) D7 ARPPU,3.000,medium,マッチング,
欧州・中東（グループ2）,SAU,サウジアラビア,Revenue Potential,0.004,,マッチング,
欧州・中東（グループ2）,ROU,ルーマニア,(Paid UA) CPP,1.000,good,マッチング,
欧州・中東（グループ2）,ROU,ルーマニア,(Paid UA) D7 ARPPU,1.000,bad,マッチング,
欧州・中東（グループ2）,ROU,ルーマニア,Revenue Potential,0.002,,マッチング,
欧州・中東（グループ2）,CZE,チェコ,(Paid UA) CPP,5.000,bad,マッチング,
欧州・中東（グループ2）,CZE,チェコ,(Paid UA) D7 ARPPU,4.000,good,マッチング,
欧州・中東（グループ2）,CZE,チェコ,Revenue Potential,0.002,,マッチング,
欧州・中東（グループ2）,GRC,ギリシャ,(Paid UA) CPP,3.000,medium,マッチング,YES
欧州・中東（グループ2）,GRC,ギリシャ,(Paid UA) D7 ARPPU,5.000,good,マッチング,YES
欧州・中東（グループ2）,GRC,ギリシャ,Revenue Potential,0.002,,マッチング,YES
欧州・中東（グループ2）,PRT,ポルトガル,(Paid UA) CPP,4.000,bad,マッチング,
欧州・中東（グループ2）,PRT,ポルトガル,(Paid UA) D7 ARPPU,3.000,medium,マッチング,
欧州・中東（グループ2）,PRT,ポルトガル,Revenue Potential,0.002,,マッチング,
欧州・中東（グループ2）,HUN,ハンガリー,(Paid UA) CPP,5.000,bad,マッチング,
欧州・中東（グループ2）,HUN,ハンガリー,(Paid UA) D7 ARPPU,3.000,medium,マッチング,
欧州・中東（グループ2）,HUN,ハンガリー,Revenue Potential,0.001,,マッチング,
欧州・中東（グループ2）,FIN,フィンランド,(Paid UA) CPP,4.000,bad,マッチング,
欧州・中東（グループ2）,FIN,フィンランド,(Paid UA) D7 ARPPU,3.000,medium,マッチング,
欧州・中東（グループ2）,FIN,フィンランド,Revenue Potential,0.001,,マッチング,
世界の新興市場,All countries,すべての国,(Paid UA) CPP,2.000,good,マッチング,
世界の新興市場,All countries,すべての国,(Paid UA) D7 ARPPU,2.000,bad,マッチング,
世界の新興市場,All countries,すべての国,Revenue Potential,0.042,,マッチング,
世界の新興市場,BRA,ブラジル,(Paid UA) CPP,1.000,good,マッチング,
世界の新興市場,BRA,ブラジル,(Paid UA) D7 ARPPU,1.000,bad,マッチング,
世界の新興市場,BRA,ブラジル,Revenue Potential,0.015,,マッチング,
世界の新興市場,THA,タイ,(Paid UA) CPP,3.000,medium,マッチング,
世界の新興市場,THA,タイ,(Paid UA) D7 ARPPU,2.000,bad,マッチング,
世界の新興市場,THA,タイ,Revenue Potential,0.003,,マッチング,
世界の新興市場,IDN,インドネシア,(Paid UA) CPP,4.000,bad,マッチング,
世界の新興市場,IDN,インドネシア,(Paid UA) D7 ARPPU,1.000,bad,マッチング,
世界の新興市場,IDN,インドネシア,Revenue Potential,0.005,,マッチング,
世界の新興市場,VNM,ベトナム,(Paid UA) CPP,1.000,good,マッチング,
世界の新興市場,VNM,ベトナム,(Paid UA) D7 ARPPU,1.000,bad,マッチング,
世界の新興市場,VNM,ベトナム,Revenue Potential,0.001,,マッチング,
世界の新興市場,PHL,フィリピン,(Paid UA) CPP,3.000,medium,マッチング,
世界の新興市場,PHL,フィリピン,(Paid UA) D7 ARPPU,1.000,bad,マッチング,
世界の新興市場,PHL,フィリピン,Revenue Potential,0.003,,マッチング,
世界の新興市場,IND,インド,(Paid UA) CPP,1.000,good,マッチング,
世界の新興市場,IND,インド,(Paid UA) D7 ARPPU,1.000,bad,マッチング,
世界の新興市場,IND,インド,Revenue Potential,0.005,,マッチング,
世界の新興市場,MYS,マレーシア,(Paid UA) CPP,1.000,good,マッチング,
世界の新興市場,MYS,マレーシア,(Paid UA) D7 ARPPU,1.000,bad,マッチング,
世界の新興市場,MYS,マレーシア,Revenue Potential,0.003,,マッチング,
世界の新興市場,ZAF,南アフリカ,(Paid UA) CPP,1.000,good,マッチング,YES
世界の新興市場,ZAF,南アフリカ,(Paid UA) D7 ARPPU,4.000,good,マッチング,YES
世界の新興市場,ZAF,南アフリカ,Revenue Potential,0.004,,マッチング,YES
中南米スペイン語圏,All countries,すべての国,(Paid UA) CPP,3.000,medium,マッチング,
中南米スペイン語圏,All countries,すべての国,(Paid UA) D7 ARPPU,2.000,bad,マッチング,
中南米スペイン語圏,All countries,すべての国,Revenue Potential,0.019,,マッチング,
中南米スペイン語圏,MEX,メキシコ,(Paid UA) CPP,1.000,good,マッチング,
中南米スペイン語圏,MEX,メキシコ,(Paid UA) D7 ARPPU,1.000,bad,マッチング,
中南米スペイン語圏,MEX,メキシコ,Revenue Potential,0.010,,マッチング,
中南米スペイン語圏,CHL,チリ,(Paid UA) CPP,2.000,good,マッチング,
中南米スペイン語圏,CHL,チリ,(Paid UA) D7 ARPPU,2.000,bad,マッチング,
中南米スペイン語圏,CHL,チリ,Revenue Potential,0.003,,マッチング,
米国および英語圏,All countries,すべての国,(Paid UA) CPP,4.000,bad,RPG,
米国および英語圏,All countries,すべての国,(Paid UA) D7 ARPPU,3.000,medium,RPG,
米国および英語圏,All countries,すべての国,Revenue Potential,0.245,,RPG,
米国および英語圏,USA,米国,(Paid UA) CPP,5.000,bad,RPG,
米国および英語圏,USA,米国,(Paid UA) D7 ARPPU,4.000,good,RPG,
米国および英語圏,USA,米国,Revenue Potential,0.198,,RPG,
米国および英語圏,GBR,英国,(Paid UA) CPP,3.000,medium,RPG,
米国および英語圏,GBR,英国,(Paid UA) D7 ARPPU,3.000,medium,RPG,
米国および英語圏,GBR,英国,Revenue Potential,0.017,,RPG,
米国および英語圏,CAN,カナダ,(Paid UA) CPP,5.000,bad,RPG,
米国および英語圏,CAN,カナダ,(Paid UA) D7 ARPPU,4.000,good,RPG,
米国および英語圏,CAN,カナダ,Revenue Potential,0.016,,RPG,
米国および英語圏,AUS,オーストラリア,(Paid UA) CPP,3.000,medium,RPG,
米国および英語圏,AUS,オーストラリア,(Paid UA) D7 ARPPU,3.000,medium,RPG,
米国および英語圏,AUS,オーストラリア,Revenue Potential,0.013,,RPG,
東アジア・太平洋地域,All countries,すべての国,(Paid UA) CPP,4.000,bad,RPG,
東アジア・太平洋地域,All countries,すべての国,(Paid UA) D7 ARPPU,5.000,good,RPG,
東アジア・太平洋地域,All countries,すべての国,Revenue Potential,0.520,,RPG,
東アジア・太平洋地域,KOR,韓国,(Paid UA) CPP,4.000,bad,RPG,YES
東アジア・太平洋地域,KOR,韓国,(Paid UA) D7 ARPPU,5.000,good,RPG,YES
東アジア・太平洋地域,KOR,韓国,Revenue Potential,0.223,,RPG,YES
東アジア・太平洋地域,JPN,日本,(Paid UA) CPP,4.000,bad,RPG,YES
東アジア・太平洋地域,JPN,日本,(Paid UA) D7 ARPPU,5.000,good,RPG,YES
東アジア・太平洋地域,JPN,日本,Revenue Potential,0.150,,RPG,YES
東アジア・太平洋地域,TWN,台湾,(Paid UA) CPP,5.000,bad,RPG,YES
東アジア・太平洋地域,TWN,台湾,(Paid UA) D7 ARPPU,5.000,good,RPG,YES
東アジア・太平洋地域,TWN,台湾,Revenue Potential,0.093,,RPG,YES
東アジア・太平洋地域,HKG,香港,(Paid UA) CPP,3.000,medium,RPG,YES
東アジア・太平洋地域,HKG,香港,(Paid UA) D7 ARPPU,5.000,good,RPG,YES
東アジア・太平洋地域,HKG,香港,Revenue Potential,0.043,,RPG,YES
東アジア・太平洋地域,SGP,シンガポール,(Paid UA) CPP,3.000,medium,RPG,YES
東アジア・太平洋地域,SGP,シンガポール,(Paid UA) D7 ARPPU,5.000,good,RPG,YES
東アジア・太平洋地域,SGP,シンガポール,Revenue Potential,0.010,,RPG,YES
欧州・中東（グループ1）,All countries,すべての国,(Paid UA) CPP,3.000,medium,RPG,
欧州・中東（グループ1）,All countries,すべての国,(Paid UA) D7 ARPPU,4.000,good,RPG,
欧州・中東（グループ1）,All countries,すべての国,Revenue Potential,0.092,,RPG,
欧州・中東（グループ1）,DEU,ドイツ,(Paid UA) CPP,3.000,medium,RPG,YES
欧州・中東（グループ1）,DEU,ドイツ,(Paid UA) D7 ARPPU,4.000,good,RPG,YES
欧州・中東（グループ1）,DEU,ドイツ,Revenue Potential,0.030,,RPG,YES
欧州・中東（グループ1）,FRA,フランス,(Paid UA) CPP,2.000,good,RPG,YES
欧州・中東（グループ1）,FRA,フランス,(Paid UA) D7 ARPPU,4.000,good,RPG,YES
欧州・中東（グループ1）,FRA,フランス,Revenue Potential,0.026,,RPG,YES
欧州・中東（グループ1）,ITA,イタリア,(Paid UA) CPP,2.000,good,RPG,
欧州・中東（グループ1）,ITA,イタリア,(Paid UA) D7 ARPPU,2.000,bad,RPG,
欧州・中東（グループ1）,ITA,イタリア,Revenue Potential,0.006,,RPG,
欧州・中東（グループ1）,ESP,スペイン,(Paid UA) CPP,2.000,good,RPG,
欧州・中東（グループ1）,ESP,スペイン,(Paid UA) D7 ARPPU,2.000,bad,RPG,
欧州・中東（グループ1）,ESP,スペイン,Revenue Potential,0.005,,RPG,
欧州・中東（グループ1）,NLD,オランダ,(Paid UA) CPP,4.000,bad,RPG,
欧州・中東（グループ1）,NLD,オランダ,(Paid UA) D7 ARPPU,3.000,medium,RPG,
欧州・中東（グループ1）,NLD,オランダ,Revenue Potential,0.005,,RPG,
欧州・中東（グループ1）,CHE,スイス,(Paid UA) CPP,5.000,bad,RPG,YES
欧州・中東（グループ1）,CHE,スイス,(Paid UA) D7 ARPPU,5.000,good,RPG,YES
欧州・中東（グループ1）,CHE,スイス,Revenue Potential,0.004,,RPG,YES
欧州・中東（グループ1）,AUT,オーストリア,(Paid UA) CPP,5.000,bad,RPG,
欧州・中東（グループ1）,AUT,オーストリア,(Paid UA) D7 ARPPU,4.000,good,RPG,
欧州・中東（グループ1）,AUT,オーストリア,Revenue Potential,0.003,,RPG,
欧州・中東（グループ1）,SWE,スウェーデン,(Paid UA) CPP,5.000,bad,RPG,
欧州・中東（グループ1）,SWE,スウェーデン,(Paid UA) D7 ARPPU,3.000,medium,RPG,
欧州・中東（グループ1）,SWE,スウェーデン,Revenue Potential,0.002,,RPG,
欧州・中東（グループ1）,DNK,デンマーク,(Paid UA) CPP,4.000,bad,RPG,
欧州・中東（グループ1）,DNK,デンマーク,(Paid UA) D7 ARPPU,3.000,medium,RPG,
欧州・中東（グループ1）,DNK,デンマーク,Revenue Potential,0.002,,RPG,
欧州・中東（グループ2）,All countries,すべての国,(Paid UA) CPP,2.000,good,RPG,
欧州・中東（グループ2）,All countries,すべての国,(Paid UA) D7 ARPPU,2.000,bad,RPG,
欧州・中東（グループ2）,All countries,すべての国,Revenue Potential,0.035,,RPG,
欧州・中東（グループ2）,RUS,ロシア,(Paid UA) CPP,4.000,bad,RPG,
欧州・中東（グループ2）,RUS,ロシア,(Paid UA) D7 ARPPU,2.000,bad,RPG,
欧州・中東（グループ2）,RUS,ロシア,Revenue Potential,0.012,,RPG,
欧州・中東（グループ2）,TUR,トルコ,(Paid UA) CPP,1.000,good,RPG,
欧州・中東（グループ2）,TUR,トルコ,(Paid UA) D7 ARPPU,1.000,bad,RPG,
欧州・中東（グループ2）,TUR,トルコ,Revenue Potential,0.005,,RPG,
欧州・中東（グループ2）,POL,ポーランド,(Paid UA) CPP,1.000,good,RPG,
欧州・中東（グループ2）,POL,ポーランド,(Paid UA) D7 ARPPU,2.000,bad,RPG,
欧州・中東（グループ2）,POL,ポーランド,Revenue Potential,0.004,,RPG,
世界の新興市場,All countries,すべての国,(Paid UA) CPP,1.000,good,RPG,
世界の新興市場,All countries,すべての国,(Paid UA) D7 ARPPU,1.000,bad,RPG,
世界の新興市場,All countries,すべての国,Revenue Potential,0.097,,RPG,
世界の新興市場,BRA,ブラジル,(Paid UA) CPP,2.000,good,RPG,
世界の新興市場,BRA,ブラジル,(Paid UA) D7 ARPPU,1.000,bad,RPG,
世界の新興市場,BRA,ブラジル,Revenue Potential,0.010,,RPG,
世界の新興市場,THA,タイ,(Paid UA) CPP,1.000,good,RPG,
世界の新興市場,THA,タイ,(Paid UA) D7 ARPPU,1.000,bad,RPG,
世界の新興市場,THA,タイ,Revenue Potential,0.039,,RPG,
世界の新興市場,IDN,インドネシア,(Paid UA) CPP,1.000,good,RPG,
世界の新興市場,IDN,インドネシア,(Paid UA) D7 ARPPU,1.000,bad,RPG,
世界の新興市場,IDN,インドネシア,Revenue Potential,0.014,,RPG,
世界の新興市場,VNM,ベトナム,(Paid UA) CPP,1.000,good,RPG,
世界の新興市場,VNM,ベトナム,(Paid UA) D7 ARPPU,1.000,bad,RPG,
世界の新興市場,VNM,ベトナム,Revenue Potential,0.011,,RPG,
世界の新興市場,PHL,フィリピン,(Paid UA) CPP,1.000,good,RPG,
世界の新興市場,PHL,フィリピン,(Paid UA) D7 ARPPU,1.000,bad,RPG,
世界の新興市場,PHL,フィリピン,Revenue Potential,0.014,,RPG,
世界の新興市場,MYS,マレーシア,(Paid UA) CPP,2.000,good,RPG,
世界の新興市場,MYS,マレーシア,(Paid UA) D7 ARPPU,2.000,bad,RPG,
世界の新興市場,MYS,マレーシア,Revenue Potential,0.006,,RPG,
中南米スペイン語圏,All countries,すべての国,(Paid UA) CPP,1.000,good,RPG,
中南米スペイン語圏,All countries,すべての国,(Paid UA) D7 ARPPU,1.000,bad,RPG,
中南米スペイン語圏,All countries,すべての国,Revenue Potential,0.008,,RPG,
米国および英語圏,All countries,すべての国,(Paid UA) CPP,4.000,bad,カジノ,
米国および英語圏,All countries,すべての国,(Paid UA) D7 ARPPU,4.000,good,カジノ,
米国および英語圏,All countries,すべての国,Revenue Potential,0.652,,カジノ,
米国および英語圏,USA,米国,(Paid UA) CPP,5.000,bad,カジノ,YES
米国および英語圏,USA,米国,(Paid UA) D7 ARPPU,5.000,good,カジノ,YES
米国および英語圏,USA,米国,Revenue Potential,0.530,,カジノ,YES
米国および英語圏,GBR,英国,(Paid UA) CPP,3.000,medium,カジノ,YES
米国および英語圏,GBR,英国,(Paid UA) D7 ARPPU,3.000,medium,カジノ,YES
米国および英語圏,GBR,英国,Revenue Potential,0.032,,カジノ,YES
米国および英語圏,CAN,カナダ,(Paid UA) CPP,4.000,bad,カジノ,
米国および英語圏,CAN,カナダ,(Paid UA) D7 ARPPU,3.000,medium,カジノ,
米国および英語圏,CAN,カナダ,Revenue Potential,0.032,,カジノ,
米国および英語圏,AUS,オーストラリア,(Paid UA) CPP,4.000,bad,カジノ,YES
米国および英語圏,AUS,オーストラリア,(Paid UA) D7 ARPPU,5.000,good,カジノ,YES
米国および英語圏,AUS,オーストラリア,Revenue Potential,0.052,,カジノ,YES
米国および英語圏,NZL,ニュージーランド,(Paid UA) CPP,3.000,medium,カジノ,
米国および英語圏,NZL,ニュージーランド,(Paid UA) D7 ARPPU,1.000,bad,カジノ,
米国および英語圏,NZL,ニュージーランド,Revenue Potential,0.005,,カジノ,
東アジア・太平洋地域,All countries,すべての国,(Paid UA) CPP,5.000,bad,カジノ,
東アジア・太平洋地域,All countries,すべての国,(Paid UA) D7 ARPPU,5.000,good,カジノ,
東アジア・太平洋地域,All countries,すべての国,Revenue Potential,0.102,,カジノ,
東アジア・太平洋地域,JPN,日本,(Paid UA) CPP,5.000,bad,カジノ,
東アジア・太平洋地域,JPN,日本,(Paid UA) D7 ARPPU,4.000,good,カジノ,
東アジア・太平洋地域,JPN,日本,Revenue Potential,0.035,,カジノ,
東アジア・太平洋地域,TWN,台湾,(Paid UA) CPP,5.000,bad,カジノ,YES
東アジア・太平洋地域,TWN,台湾,(Paid UA) D7 ARPPU,5.000,good,カジノ,YES
東アジア・太平洋地域,TWN,台湾,Revenue Potential,0.020,,カジノ,YES
東アジア・太平洋地域,HKG,香港,(Paid UA) CPP,5.000,bad,カジノ,
東アジア・太平洋地域,HKG,香港,(Paid UA) D7 ARPPU,4.000,good,カジノ,
東アジア・太平洋地域,HKG,香港,Revenue Potential,0.008,,カジノ,
東アジア・太平洋地域,SGP,シンガポール,(Paid UA) CPP,5.000,bad,カジノ,YES
東アジア・太平洋地域,SGP,シンガポール,(Paid UA) D7 ARPPU,5.000,good,カジノ,YES
東アジア・太平洋地域,SGP,シンガポール,Revenue Potential,0.006,,カジノ,YES
欧州・中東（グループ1）,All countries,すべての国,(Paid UA) CPP,3.000,medium,カジノ,
欧州・中東（グループ1）,All countries,すべての国,(Paid UA) D7 ARPPU,4.000,good,カジノ,
欧州・中東（グループ1）,All countries,すべての国,Revenue Potential,0.112,,カジノ,
欧州・中東（グループ1）,DEU,ドイツ,(Paid UA) CPP,4.000,bad,カジノ,
欧州・中東（グループ1）,DEU,ドイツ,(Paid UA) D7 ARPPU,3.000,medium,カジノ,
欧州・中東（グループ1）,DEU,ドイツ,Revenue Potential,0.036,,カジノ,
欧州・中東（グループ1）,FRA,フランス,(Paid UA) CPP,3.000,medium,カジノ,YES
欧州・中東（グループ1）,FRA,フランス,(Paid UA) D7 ARPPU,4.000,good,カジノ,YES
欧州・中東（グループ1）,FRA,フランス,Revenue Potential,0.011,,カジノ,YES
欧州・中東（グループ1）,ITA,イタリア,(Paid UA) CPP,3.000,medium,カジノ,YES
欧州・中東（グループ1）,ITA,イタリア,(Paid UA) D7 ARPPU,3.000,medium,カジノ,YES
欧州・中東（グループ1）,ITA,イタリア,Revenue Potential,0.010,,カジノ,YES
欧州・中東（グループ1）,ESP,スペイン,(Paid UA) CPP,2.000,good,カジノ,
欧州・中東（グループ1）,ESP,スペイン,(Paid UA) D7 ARPPU,2.000,bad,カジノ,
欧州・中東（グループ1）,ESP,スペイン,Revenue Potential,0.005,,カジノ,
欧州・中東（グループ1）,NLD,オランダ,(Paid UA) CPP,2.000,good,カジノ,YES
欧州・中東（グループ1）,NLD,オランダ,(Paid UA) D7 ARPPU,4.000,good,カジノ,YES
欧州・中東（グループ1）,NLD,オランダ,Revenue Potential,0.009,,カジノ,YES
欧州・中東（グループ1）,CHE,スイス,(Paid UA) CPP,4.000,bad,カジノ,YES
欧州・中東（グループ1）,CHE,スイス,(Paid UA) D7 ARPPU,5.000,good,カジノ,YES
欧州・中東（グループ1）,CHE,スイス,Revenue Potential,0.005,,カジノ,YES
欧州・中東（グループ1）,AUT,オーストリア,(Paid UA) CPP,3.000,medium,カジノ,YES
欧州・中東（グループ1）,AUT,オーストリア,(Paid UA) D7 ARPPU,5.000,good,カジノ,YES
欧州・中東（グループ1）,AUT,オーストリア,Revenue Potential,0.003,,カジノ,YES
欧州・中東（グループ1）,BEL,ベルギー,(Paid UA) CPP,4.000,bad,カジノ,
欧州・中東（グループ1）,BEL,ベルギー,(Paid UA) D7 ARPPU,2.000,bad,カジノ,
欧州・中東（グループ1）,BEL,ベルギー,Revenue Potential,0.002,,カジノ,
欧州・中東（グループ1）,SWE,スウェーデン,(Paid UA) CPP,2.000,good,カジノ,
欧州・中東（グループ1）,SWE,スウェーデン,(Paid UA) D7 ARPPU,2.000,bad,カジノ,
欧州・中東（グループ1）,SWE,スウェーデン,Revenue Potential,0.003,,カジノ,
欧州・中東（グループ1）,NOR,ノルウェイ,(Paid UA) CPP,5.000,bad,カジノ,
欧州・中東（グループ1）,NOR,ノルウェイ,(Paid UA) D7 ARPPU,4.000,good,カジノ,
欧州・中東（グループ1）,NOR,ノルウェイ,Revenue Potential,0.002,,カジノ,
欧州・中東（グループ1）,DNK,デンマーク,(Paid UA) CPP,4.000,bad,カジノ,
欧州・中東（グループ1）,DNK,デンマーク,(Paid UA) D7 ARPPU,4.000,good,カジノ,
欧州・中東（グループ1）,DNK,デンマーク,Revenue Potential,0.002,,カジノ,
欧州・中東（グループ2）,All countries,すべての国,(Paid UA) CPP,1.000,good,カジノ,
欧州・中東（グループ2）,All countries,すべての国,(Paid UA) D7 ARPPU,2.000,bad,カジノ,
欧州・中東（グループ2）,All countries,すべての国,Revenue Potential,0.057,,カジノ,
欧州・中東（グループ2）,TUR,トルコ,(Paid UA) CPP,2.000,good,カジノ,
欧州・中東（グループ2）,TUR,トルコ,(Paid UA) D7 ARPPU,1.000,bad,カジノ,
欧州・中東（グループ2）,TUR,トルコ,Revenue Potential,0.020,,カジノ,
欧州・中東（グループ2）,POL,ポーランド,(Paid UA) CPP,1.000,good,カジノ,YES
欧州・中東（グループ2）,POL,ポーランド,(Paid UA) D7 ARPPU,3.000,medium,カジノ,YES
欧州・中東（グループ2）,POL,ポーランド,Revenue Potential,0.006,,カジノ,YES
欧州・中東（グループ2）,CZE,チェコ,(Paid UA) CPP,1.000,good,カジノ,
欧州・中東（グループ2）,CZE,チェコ,(Paid UA) D7 ARPPU,1.000,bad,カジノ,
欧州・中東（グループ2）,CZE,チェコ,Revenue Potential,0.002,,カジノ,
欧州・中東（グループ2）,HUN,ハンガリー,(Paid UA) CPP,2.000,good,カジノ,
欧州・中東（グループ2）,HUN,ハンガリー,(Paid UA) D7 ARPPU,1.000,bad,カジノ,
欧州・中東（グループ2）,HUN,ハンガリー,Revenue Potential,0.002,,カジノ,
世界の新興市場,All countries,すべての国,(Paid UA) CPP,1.000,good,カジノ,
世界の新興市場,All countries,すべての国,(Paid UA) D7 ARPPU,2.000,bad,カジノ,
世界の新興市場,All countries,すべての国,Revenue Potential,0.061,,カジノ,
世界の新興市場,BRA,ブラジル,(Paid UA) CPP,1.000,good,カジノ,YES
世界の新興市場,BRA,ブラジル,(Paid UA) D7 ARPPU,2.000,bad,カジノ,YES
世界の新興市場,BRA,ブラジル,Revenue Potential,0.026,,カジノ,YES
世界の新興市場,THA,タイ,(Paid UA) CPP,1.000,good,カジノ,
世界の新興市場,THA,タイ,(Paid UA) D7 ARPPU,1.000,bad,カジノ,
世界の新興市場,THA,タイ,Revenue Potential,0.003,,カジノ,
世界の新興市場,PHL,フィリピン,(Paid UA) CPP,1.000,good,カジノ,YES
世界の新興市場,PHL,フィリピン,(Paid UA) D7 ARPPU,2.000,bad,カジノ,YES
世界の新興市場,PHL,フィリピン,Revenue Potential,0.004,,カジノ,YES
世界の新興市場,MYS,マレーシア,(Paid UA) CPP,2.000,good,カジノ,
世界の新興市場,MYS,マレーシア,(Paid UA) D7 ARPPU,1.000,bad,カジノ,
世界の新興市場,MYS,マレーシア,Revenue Potential,0.008,,カジノ,
世界の新興市場,ZAF,南アフリカ,(Paid UA) CPP,1.000,good,カジノ,
世界の新興市場,ZAF,南アフリカ,(Paid UA) D7 ARPPU,1.000,bad,カジノ,
世界の新興市場,ZAF,南アフリカ,Revenue Potential,0.002,,カジノ,
中南米スペイン語圏,All countries,すべての国,(Paid UA) CPP,2.000,good,カジノ,
中南米スペイン語圏,All countries,すべての国,(Paid UA) D7 ARPPU,3.000,medium,カジノ,
中南米スペイン語圏,All countries,すべての国,Revenue Potential,0.009,,カジノ,
中南米スペイン語圏,MEX,メキシコ,(Paid UA) CPP,3.000,medium,カジノ,YES
中南米スペイン語圏,MEX,メキシコ,(Paid UA) D7 ARPPU,3.000,medium,カジノ,YES
中南米スペイン語圏,MEX,メキシコ,Revenue Potential,0.004,,カジノ,YES
中南米スペイン語圏,CHL,チリ,(Paid UA) CPP,1.000,good,カジノ,
中南米スペイン語圏,CHL,チリ,(Paid UA) D7 ARPPU,2.000,bad,カジノ,
中南米スペイン語圏,CHL,チリ,Revenue Potential,0.001,,カジノ,
米国および英語圏,All countries,すべての国,(Paid UA) CPP,3.000,medium,戦略,
米国および英語圏,All countries,すべての国,(Paid UA) D7 ARPPU,3.000,medium,戦略,
米国および英語圏,All countries,すべての国,Revenue Potential,0.408,,戦略,
米国および英語圏,USA,米国,(Paid UA) CPP,5.000,bad,戦略,
米国および英語圏,USA,米国,(Paid UA) D7 ARPPU,4.000,good,戦略,
米国および英語圏,USA,米国,Revenue Potential,0.320,,戦略,
米国および英語圏,GBR,英国,(Paid UA) CPP,2.000,good,戦略,YES
米国および英語圏,GBR,英国,(Paid UA) D7 ARPPU,3.000,medium,戦略,YES
米国および英語圏,GBR,英国,Revenue Potential,0.040,,戦略,YES
米国および英語圏,CAN,カナダ,(Paid UA) CPP,3.000,medium,戦略,YES
米国および英語圏,CAN,カナダ,(Paid UA) D7 ARPPU,3.000,medium,戦略,YES
米国および英語圏,CAN,カナダ,Revenue Potential,0.023,,戦略,YES
米国および英語圏,AUS,オーストラリア,(Paid UA) CPP,4.000,bad,戦略,
米国および英語圏,AUS,オーストラリア,(Paid UA) D7 ARPPU,3.000,medium,戦略,
米国および英語圏,AUS,オーストラリア,Revenue Potential,0.020,,戦略,
東アジア・太平洋地域,All countries,すべての国,(Paid UA) CPP,5.000,bad,戦略,
東アジア・太平洋地域,All countries,すべての国,(Paid UA) D7 ARPPU,5.000,good,戦略,
東アジア・太平洋地域,All countries,すべての国,Revenue Potential,0.260,,戦略,
東アジア・太平洋地域,KOR,韓国,(Paid UA) CPP,5.000,bad,戦略,
東アジア・太平洋地域,KOR,韓国,(Paid UA) D7 ARPPU,5.000,good,戦略,
東アジア・太平洋地域,KOR,韓国,Revenue Potential,0.113,,戦略,
東アジア・太平洋地域,JPN,日本,(Paid UA) CPP,5.000,bad,戦略,
東アジア・太平洋地域,JPN,日本,(Paid UA) D7 ARPPU,4.000,good,戦略,
東アジア・太平洋地域,JPN,日本,Revenue Potential,0.072,,戦略,
東アジア・太平洋地域,TWN,台湾,(Paid UA) CPP,3.000,medium,戦略,YES
東アジア・太平洋地域,TWN,台湾,(Paid UA) D7 ARPPU,5.000,good,戦略,YES
東アジア・太平洋地域,TWN,台湾,Revenue Potential,0.040,,戦略,YES
東アジア・太平洋地域,HKG,香港,(Paid UA) CPP,1.000,good,戦略,YES
東アジア・太平洋地域,HKG,香港,(Paid UA) D7 ARPPU,5.000,good,戦略,YES
東アジア・太平洋地域,HKG,香港,Revenue Potential,0.028,,戦略,YES
東アジア・太平洋地域,SGP,シンガポール,(Paid UA) CPP,5.000,bad,戦略,YES
東アジア・太平洋地域,SGP,シンガポール,(Paid UA) D7 ARPPU,5.000,good,戦略,YES
東アジア・太平洋地域,SGP,シンガポール,Revenue Potential,0.007,,戦略,YES
欧州・中東（グループ1）,All countries,すべての国,(Paid UA) CPP,4.000,bad,戦略,
欧州・中東（グループ1）,All countries,すべての国,(Paid UA) D7 ARPPU,3.000,medium,戦略,
欧州・中東（グループ1）,All countries,すべての国,Revenue Potential,0.155,,戦略,
欧州・中東（グループ1）,DEU,ドイツ,(Paid UA) CPP,4.000,bad,戦略,YES
欧州・中東（グループ1）,DEU,ドイツ,(Paid UA) D7 ARPPU,4.000,good,戦略,YES
